23.61.127.8
PING 23.61.127.8 (23.61.127.8) 56(84) bytes of data.
64 bytes from 23.203.53.155: icmp_seq=100 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=101 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=102 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=103 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=104 ttl=56 time=1.51 ms
64 bytes from 23.203.53.155: icmp_seq=105 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=106 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=107 ttl=56 time=1.47 ms
64 bytes from 23.203.53.155: icmp_seq=108 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=109 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=110 ttl=56 time=1.44 ms
64 bytes from 23.203.53.155: icmp_seq=111 ttl=56 time=1.49 ms
64 bytes from 23.203.53.155: icmp_seq=112 ttl=56 time=1.47 ms
64 bytes from 23.203.53.155: icmp_seq=113 ttl=56 time=1.47 ms
64 bytes from 23.203.53.155: icmp_seq=114 ttl=56 time=1.48 ms
64 bytes from 23.203.53.155: icmp_seq=115 ttl=56 time=1.54 ms
64 bytes from 23.203.53.155: icmp_seq=116 ttl=56 time=1.52 ms
64 bytes from 23.203.53.155: icmp_seq=117 ttl=56 time=1.53 ms
64 bytes from 23.203.53.155: icmp_seq=118 ttl=56 time=1.45 ms
64 bytes from 23.203.53.155: icmp_seq=119 ttl=56 time=1.46 ms
64 bytes from 23.203.53.155: icmp_seq=120 ttl=56 time=1.45 ms

--- 23.203.53.155 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119191ms
rtt min/avg/max/mdev = 1.418/1.515/1.630/0.061 ms
